molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL508791,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,inactive,742.5540000000003,7.621099999999999,11.0,18.0,4.166852888087215
CHEMBL399121,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,inactive,302.28200000000004,2.518500000000001,3.0,6.0,4.221848749616356
CHEMBL456228,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(O)cc4O)cc2O3)c1,inactive,496.3800000000002,4.814000000000007,8.0,12.0,4.375717904164332
CHEMBL459393,Oc1cc(O)c(Oc2cc(O)cc(O)c2Oc2cc(O)cc(O)c2-c2c(O)cc(O)cc2O)c(O)c1,inactive,498.3960000000002,3.9942000000000064,10.0,12.0,4.647817481888637
CHEMBL510508,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc4oc5c(Oc6cc(O)cc(O)c6)c(O)cc(O)c5c4c2O3)c1,inactive,602.4600000000003,6.419000000000007,9.0,14.0,4.777283528852417
CHEMBL2391423,Oc1cc(O)cc(Oc2c(Oc3c(O)cc(O)cc3O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,inactive,496.3800000000002,4.814000000000007,8.0,12.0,4.876148359032914
CHEMBL471187,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,intermediate,372.2850000000001,3.610500000000002,6.0,9.0,5.055517327849831
CHEMBL399121,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,intermediate,302.28200000000004,2.518500000000001,3.0,6.0,5.080921907623926
CHEMBL508791,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,intermediate,742.5540000000003,7.621099999999999,11.0,18.0,5.568636235841013
CHEMBL2441745,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC(C)C,active,685.822,3.3129000000000017,5.0,7.0,6.214670164989233
CHEMBL2441741,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,intermediate,600.716,3.418100000000001,4.0,6.0,6.638272163982407
CHEMBL3099547,CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)ccc21,active,413.4990000000002,1.3947000000000003,0.0,5.0,4.858236769724212
CHEMBL3099546,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccc3ccccc3c2)CC1,intermediate,449.5320000000002,2.5054000000000007,0.0,5.0,4.081393084855018
CHEMBL3099545,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)CC1,inactive,399.47200000000015,1.3521999999999996,0.0,5.0,4.172630726946175
CHEMBL3099544,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,inactive,323.3740000000001,-0.21820000000000017,0.0,5.0,4.927015255372069
CHEMBL3099543,CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)C1,inactive,322.3860000000001,1.488,1.0,4.0,5.366531544420414
CHEMBL3099542,CC1CCCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,inactive,308.35900000000004,1.3845,1.0,4.0,5.647817481888637
CHEMBL3099541,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)CC1,intermediate,308.35900000000004,1.2420000000000002,1.0,4.0,5.928117992693875
CHEMBL484273,O=C1Nc2ccc(S(=O)(=O)N3CCOCC3)cc2C1=O,intermediate,296.304,-0.15769999999999995,1.0,5.0,4.897566294318664
CHEMBL61320,O=C1Nc2ccc(S(=O)(=O)N3CCCCC3)cc2C1=O,intermediate,294.332,0.9960000000000002,1.0,4.0,5.351639989019068
CHEMBL3099540,O=C1Nc2ccc(S(=O)(=O)N3CCN(c4ccccn4)CC3)cc2C1=O,inactive,372.4060000000001,0.7272999999999998,1.0,6.0,4.289628735739237
CHEMBL3099539,O=C1Nc2ccc(S(=O)(=O)N3CCN(C(=O)c4ccco4)CC3)cc2C1=O,intermediate,389.3890000000001,0.5610999999999997,1.0,6.0,4.996970529446382
CHEMBL3099538,O=C1Nc2ccc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)cc2C1=O,inactive,399.4720000000001,1.3703999999999996,1.0,5.0,4.457050151185821
CHEMBL3099537,COc1cc(CN2CCN(S(=O)(=O)c3ccc4c(c3)C(=O)C(=O)N4)CC2)cc(OC)c1OC,inactive,475.52300000000037,1.3537000000000001,1.0,8.0,4.493765640387874
CHEMBL3099536,O=C1Nc2ccc(S(=O)(=O)N3CCN(Cc4cccc(Cl)c4)CC3)cc2C1=O,inactive,419.8900000000001,1.9812999999999998,1.0,5.0,4.498803757972912
CHEMBL3099535,O=C1Nc2ccc(S(=O)(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2C1=O,inactive,439.41500000000013,2.3511000000000006,1.0,5.0,4.0
CHEMBL3099534,O=C1Nc2ccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)cc2C1=O,inactive,389.40800000000013,1.4714,1.0,5.0,4.0
CHEMBL3099533,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)CC1,inactive,309.34700000000004,-0.24249999999999994,1.0,5.0,4.114978205137702
CHEMBL3099530,CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)C1,inactive,412.5110000000002,3.0827000000000018,0.0,4.0,5.327902142064283
CHEMBL3099529,CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)C1,inactive,336.4130000000001,1.5123000000000002,0.0,4.0,5.549750891680639
CHEMBL3099528,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccc3ccccc3c2)CC1,intermediate,448.5440000000002,3.989900000000003,0.0,4.0,4.749092300299144
CHEMBL3099527,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)CC1,intermediate,398.48400000000015,2.8367000000000013,0.0,4.0,5.772113295386326
CHEMBL3099526,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,inactive,322.3860000000001,1.2663000000000002,0.0,4.0,5.982966660701219
CHEMBL3099525,O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccc(S(=O)(=O)N3CCOCC3)cc21,intermediate,436.4890000000003,2.5902000000000003,0.0,5.0,4.399353764337605
CHEMBL3099524,O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCOCC3)cc21,intermediate,386.42900000000026,1.437,0.0,5.0,4.858236769724212
CHEMBL3099523,CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21,inactive,310.3310000000001,-0.13339999999999952,0.0,5.0,5.003926345514724
CHEMBL3099522,O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCCCC3)cc21,inactive,384.4570000000003,2.590700000000001,0.0,4.0,4.853871964321762
CHEMBL3099521,CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(c4ccccn4)CC3)ccc21,intermediate,386.4330000000001,0.7516,0.0,6.0,5.2580609222708015
CHEMBL554041,CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,inactive,581.7260000000005,5.099880000000004,10.0,4.0,4.600326278518962
CHEMBL1876821,CN(CC(=O)NC1CCCC1)S(=O)(=O)c1cccc(Cl)c1,intermediate,330.837,2.0192999999999994,1.0,3.0,3.6989700043360187
CHEMBL3105072,Nc1ccc(F)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1,inactive,334.29400000000004,3.227500000000001,2.0,3.0,3.6989700043360187
CHEMBL3105071,COc1ccccc1CNC(=O)[C@H](C)NS(=O)(=O)c1ccccc1,inactive,348.42400000000004,1.6783999999999997,2.0,4.0,3.6989700043360187
CHEMBL1392147,CCOc1ccc(S(=O)(=O)NCc2ccc3c(c2)OCO3)cc1C,inactive,349.40800000000013,2.6009200000000003,1.0,5.0,3.6989700043360187
CHEMBL1732790,OCCCc1nc2ccccc2n1CCOc1ccccc1,inactive,296.37,3.0402000000000013,1.0,4.0,3.6989700043360187
CHEMBL1488602,COCCOCCn1c(CCCO)nc2ccccc21,inactive,278.35200000000003,1.6241999999999994,1.0,5.0,3.7304870557820835
CHEMBL1392147,CCOc1ccc(S(=O)(=O)NCc2ccc3c(c2)OCO3)cc1C,inactive,349.40800000000013,2.6009200000000003,1.0,5.0,4.115204636051019
CHEMBL1732790,OCCCc1nc2ccccc2n1CCOc1ccccc1,inactive,296.37,3.0402000000000013,1.0,4.0,4.127843727251707
CHEMBL1478361,COc1ccc(N(CC(=O)NCc2ccco2)S(C)(=O)=O)cc1,inactive,338.3850000000001,1.3706,1.0,5.0,4.208309350979882
CHEMBL1906723,COc1ccc(C(=O)Cn2c(NCCO)nc3ccccc32)cc1,inactive,325.368,2.332,2.0,6.0,4.388276691992658
CHEMBL1487869,Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,inactive,285.73400000000004,3.479000000000002,1.0,3.0,4.510041520575165
CHEMBL3105071,COc1ccccc1CNC(=O)[C@H](C)NS(=O)(=O)c1ccccc1,inactive,348.42400000000004,1.6783999999999997,2.0,4.0,4.52432881167557
CHEMBL3105075,C(=C/c1ccccc1)\C[N+]1(C/C=C/c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,inactive,485.6950000000003,7.335200000000008,0.0,1.0,4.525783735923745
CHEMBL3105072,Nc1ccc(F)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1,inactive,334.29400000000004,3.227500000000001,2.0,3.0,4.525783735923745
CHEMBL1906723,COc1ccc(C(=O)Cn2c(NCCO)nc3ccccc32)cc1,inactive,325.368,2.332,2.0,6.0,4.540607512240769
CHEMBL3105075,C(=C/c1ccccc1)\C[N+]1(C/C=C/c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,inactive,485.6950000000003,7.335200000000008,0.0,1.0,4.548213564475709
CHEMBL1487869,Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,inactive,285.73400000000004,3.479000000000002,1.0,3.0,4.559090917934782
CHEMBL1488602,COCCOCCn1c(CCCO)nc2ccccc21,inactive,278.35200000000003,1.6241999999999994,1.0,5.0,4.59176003468815
CHEMBL3105074,O=C(c1cncc(Br)c1)N1CCN(Cc2ccsc2)CC1,inactive,366.2840000000001,2.863600000000001,0.0,4.0,4.610833915635467
CHEMBL554041,CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,inactive,581.7260000000005,5.099880000000004,10.0,4.0,4.610833915635467
CHEMBL3105076,Nc1ncnc2[nH]c(C(F)(F)F)nc12,inactive,203.12699999999995,0.9539000000000002,2.0,4.0,4.690369832574101
CHEMBL1487869,Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,inactive,285.73400000000004,3.479000000000002,1.0,3.0,4.739928612014925
CHEMBL554041,CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,inactive,581.7260000000005,5.099880000000004,10.0,4.0,4.7495799976911055
CHEMBL1478361,COc1ccc(N(CC(=O)NCc2ccco2)S(C)(=O)=O)cc1,inactive,338.3850000000001,1.3706,1.0,5.0,4.79317412396815
CHEMBL3105076,Nc1ncnc2[nH]c(C(F)(F)F)nc12,inactive,203.12699999999995,0.9539000000000002,2.0,4.0,4.856985199745905
CHEMBL3105074,O=C(c1cncc(Br)c1)N1CCN(Cc2ccsc2)CC1,inactive,366.2840000000001,2.863600000000001,0.0,4.0,4.966576244513051
CHEMBL3105073,S=C(NCc1cccnc1)SCc1cc(Cl)sc1Cl,inactive,349.33299999999997,4.757800000000002,1.0,4.0,5.036212172654444
CHEMBL3105076,Nc1ncnc2[nH]c(C(F)(F)F)nc12,inactive,203.12699999999995,0.9539000000000002,2.0,4.0,5.657577319177793
CHEMBL1876821,CN(CC(=O)NC1CCCC1)S(=O)(=O)c1cccc(Cl)c1,intermediate,330.837,2.0192999999999994,1.0,3.0,6.026872146400302
CHEMBL3105073,S=C(NCc1cccnc1)SCc1cc(Cl)sc1Cl,intermediate,349.33299999999997,4.757800000000002,1.0,4.0,6.795880017344075
CHEMBL3810366,CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2C(=O)O)o1,active,450.8340000000001,4.802500000000003,2.0,5.0,4.301029995663981
CHEMBL3810109,O=C(O)c1cccc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)c1,intermediate,504.8040000000002,5.344900000000003,2.0,5.0,4.301029995663981
CHEMBL3808558,O=C(O)c1cccc(N2N=C(C(F)(F)F)/C(=C\c3ccc(-c4ccccc4C(=O)O)o3)C2=O)c1,active,470.35900000000015,4.691500000000002,2.0,5.0,4.301029995663981
CHEMBL3808795,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)c1,intermediate,512.9050000000003,5.830900000000004,2.0,5.0,4.349692476868063
CHEMBL3810010,CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2C(=O)O)o1,inactive,406.8250000000001,5.104300000000003,1.0,4.0,4.301029995663981
CHEMBL3810328,O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,inactive,468.89600000000013,6.132700000000005,1.0,4.0,4.785156151952302
CHEMBL3808658,O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,inactive,486.88600000000014,6.271800000000004,1.0,4.0,4.694648630553377
CHEMBL3809329,CC(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)cc1,inactive,510.9770000000002,7.256100000000005,1.0,4.0,5.221848749616356
CHEMBL3808427,CC(C)(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)cc1,inactive,525.0040000000002,7.430200000000006,1.0,4.0,5.236572006437063
CHEMBL3810058,O=C1/C(=C\c2ccc(-c3ccccc3)o2)C(c2ccccc2)=NN1c1ccccc1,inactive,390.44200000000006,5.781100000000005,0.0,3.0,4.301029995663981
CHEMBL3809861,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4)o3)C2=O)c1,inactive,434.4510000000002,5.479300000000005,1.0,4.0,5.1938200260161125
CHEMBL3809159,CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccccc2)o1,intermediate,372.38000000000005,4.450900000000003,1.0,4.0,4.301029995663981
CHEMBL3810361,O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,intermediate,434.4510000000001,5.479300000000004,1.0,4.0,4.3851027839668655
CHEMBL3810325,O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,inactive,452.4410000000001,5.618400000000005,1.0,4.0,4.425968732272281
CHEMBL3809506,CC(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,intermediate,476.5320000000002,6.602700000000006,1.0,4.0,4.931814138253838
CHEMBL3809579,CC(C)(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,inactive,490.55900000000025,6.776800000000006,1.0,4.0,5.0655015487564325
CHEMBL3809498,N#Cc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,inactive,459.46100000000024,5.350980000000004,1.0,5.0,4.728158393463501
CHEMBL3809059,COc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,inactive,464.47700000000026,5.487900000000004,1.0,5.0,4.512861624522813
CHEMBL3809833,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccco3)C2=O)c1,inactive,358.3530000000001,3.812300000000003,1.0,4.0,4.301029995663981
CHEMBL3809053,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4)cc3)C2=O)c1,intermediate,444.4900000000002,5.886300000000005,1.0,3.0,5.173925197299173
CHEMBL3809926,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(OCc4ccccc4)cc3)C2=O)c1,inactive,474.51600000000025,5.798300000000005,1.0,4.0,4.804100347590766
CHEMBL3818593,CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,inactive,618.6410000000004,-3.9355999999999987,10.0,10.0,5.1249387366083
CHEMBL3818400,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,inactive,604.6140000000004,-4.325699999999997,10.0,10.0,5.0
CHEMBL3818761,CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,intermediate,626.6680000000003,-3.8345999999999987,10.0,10.0,4.301029995663981
CHEMBL3818000,CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,inactive,577.5480000000003,-6.978800000000008,11.0,11.0,5.1249387366083
CHEMBL3818028,CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,intermediate,605.5580000000003,-6.496400000000004,11.0,11.0,4.698970004336019
CHEMBL4214066,CC(C)C[C@H](NC(=O)OC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,inactive,496.6050000000003,1.736700000000001,3.0,7.0,5.6777807052660805
CHEMBL4208240,CC(C)C[C@H](NC(=O)OC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],inactive,600.6670000000004,-2.5945999999999922,4.0,10.0,5.292429823902063
CHEMBL4209146,CC(C)C[C@H](NC(=O)OC1CCN(S(C)(=O)=O)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,intermediate,474.5800000000003,-0.23879999999999563,3.0,7.0,4.540607512240769
CHEMBL4213159,CC(C)C[C@H](NC(=O)OC1CCN(S(C)(=O)=O)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],inactive,578.6420000000004,-4.570099999999997,4.0,10.0,4.375717904164332
CHEMBL4202812,CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,intermediate,586.7300000000002,3.3496000000000015,3.0,7.0,5.2839966563652006
CHEMBL4203883,CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],intermediate,690.7920000000005,-0.9816999999999927,4.0,10.0,5.200659450546418
CHEMBL4214471,CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(S(C)(=O)=O)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,inactive,564.7050000000003,1.374100000000002,3.0,7.0,5.4089353929735005
CHEMBL4208764,CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(S(C)(=O)=O)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],inactive,668.7670000000005,-2.957199999999991,4.0,10.0,5.366531544420414
CHEMBL4212620,CCC1(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)CCN(C(=O)OC(C)(C)C)CC1,intermediate,524.6590000000004,2.5169000000000006,3.0,7.0,5.259637310505756
CHEMBL4216101,CCC1(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-])CCN(C(=O)OC(C)(C)C)CC1.[Na+],intermediate,628.7210000000001,-1.8143999999999907,4.0,10.0,5.3872161432802645
CHEMBL4217568,CCOC(=O)N1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)CC1,intermediate,468.55100000000033,0.9581000000000015,3.0,7.0,5.494850021680094
CHEMBL4204431,CCOC(=O)N1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-])CC1.[Na+],intermediate,572.6130000000002,-3.3731999999999935,4.0,10.0,5.055517327849831
